,name,moves_san
201,Catalan Opening:Open Defense::,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 
202,Catalan Opening:Open Defense:Classical Line:,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Be7
203,Catalan Opening:Open Defense:Modern Sharp Variation:,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Nc6 6.Qa4 Bb4+
204,Catalan Opening:Open Defense:Tarrasch Defense:,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 c5 5.Nf3 Nc6
205,Center Game:Accepted::,1.e4 e5 2.d4 exd4
206,Center Game:Berger Variation::,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6
207,Center Game:Normal Variation::,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6
208,Center Game:Paulsen Attack Variation::,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 
209,Clemenz Opening:General::,1.h3 
210,Colle System:::,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 
211,Colle System:::,1.d4 d5 2.Nf3 Nf6 3.e3 e6
212,Colle System:Traditional Colle::,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.c3 
213,Czech Defense:General::,1.e4 d6 2.d4 Nf6 3.Nc3 c6
214,Danish Gambit:Declined:Sorensen Defense:,1.e4 e5 2.d4 exd4 3.c3 d5
215,Danish Gambit:General::,1.e4 e5 2.d4 exd4 3.c3 
216,Dutch Defense:Alekhine Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Ne4
217,Dutch Defense:Blackburne Variation::,1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.Nh3 
218,Dutch Defense:Blackmar's Second Gambit::,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3 
219,Dutch Defense:Classical Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 
220,Dutch Defense:Classical Variation::,1.d4 f5 2.c4 e6
221,Dutch Defense:Classical Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O
222,Dutch Defense:Classical Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7
223,Dutch Defense:Classical Variation:Blackburne Attack:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nh3 
224,Dutch Defense:Classical Variation:Buenos Aires Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 a5
225,Dutch Defense:Classical Variation:General:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6
226,Dutch Defense:Classical Variation:Huisl Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Ne4
227,Dutch Defense:Classical Variation:Ilyin-Zhenevsky Variation:Alatortsev-Lisitsyn Line,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.Qc2 
228,Dutch Defense:Classical Variation:Ilyin-Zhenevsky Variation:General,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8
229,Dutch Defense:Classical Variation:Ilyin-Zhenevsky Variation:Modern Main Line,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.b3 
230,Dutch Defense:Classical Variation:Stonewall Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.Nc3 c6
231,Dutch Defense:Classical Variation:Stonewall Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3 c6 8.Ba3 
232,Dutch Defense:Classical Variation:Stonewall Variation:Botvinnik Variation,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3 
233,Dutch Defense:Fianchetto Attack::,1.d4 f5 2.g3 
234,Dutch Defense:Fianchetto Variation::,1.d4 f5 2.c4 Nf6 3.g3 
235,Dutch Defense:General::,1.d4 f5
236,Dutch Defense:Hopton Attack::,1.d4 f5 2.Bg5 
237,Dutch Defense:Janzen-Korchnoi Gambit::,1.d4 f5 2.h3 Nf6 3.g4 
238,Dutch Defense:Kmoch Attack::,1.d4 f5 2.Qd3 
239,Dutch Defense:Korchnoi Attack::,1.d4 f5 2.h3 
240,Dutch Defense:Krejcik Gambit::,1.d4 f5 2.g4 
241,Dutch Defense:Leningrad Variation::,1.d4 f5 2.c4 Nf6 3.g3 g6
242,Dutch Defense:Leningrad Variation::,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 
243,Dutch Defense:Leningrad Variation:Matulovic Variation:,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 Nc6
244,Dutch Defense:Leningrad Variation:Warsaw Variation:,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 c6
245,Dutch Defense:Modern Stonewall Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 d5 5.Nf3 c6 6.O-O Bd6
246,Dutch Defense:Nimzo-Dutch Variation::,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+
247,Dutch Defense:Nimzo-Dutch Variation:Alekhine Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+ 5.Bd2 Be7
248,Dutch Defense:Normal Variation::,1.d4 f5 2.c4 Nf6
249,Dutch Defense:Queen's Knight Variation::,1.d4 f5 2.c4 Nf6 3.Nc3 
250,Dutch Defense:Raphael Variation::,1.d4 f5 2.Nc3 
251,Dutch Defense:Rubinstein Variation::,1.d4 f5 2.c4 e6 3.Nc3 
252,Dutch Defense:Semi-Leningrad Variation::,1.d4 f5 2.g3 Nf6 3.Bg2 g6
253,Dutch Defense:Staunton Gambit:Accepted:,1.d4 f5 2.e4 fxe4
254,Dutch Defense:Staunton Gambit:Chigorin Variation:,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 c6
255,Dutch Defense:Staunton Gambit:General Variation:,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 
256,Dutch Defense:Staunton Gambit:Lasker Variation:,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 g6 5.f3 
257,Dutch Defense:Stonewall Variation:General Variation:,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5
258,Dutch Defense:Stonewall Variation:Modern Variation:,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 c6 5.Bg2 d5 6.O-O Bd6
259,Elephant Gambit:General::,1.e4 e5 2.Nf3 d5
260,Elephant Gambit:Maroczy Gambit::,1.e4 e5 2.Nf3 d5 3.exd5 Bd6
261,Elephant Gambit:Paulsen Countergambit::,1.e4 e5 2.Nf3 d5 3.exd5 e4
262,English Defense:General::,1.d4 e6 2.c4 b6
263,English Defense:Perrin Variation::,1.c4 e6 2.d4 b6 3.e4 Bb7 4.Bd3 Nc6
264,English Opening:Adorjan Defense::,1.c4 g6 2.e4 e5
265,English Opening:Agincourt Defense::,1.c4 e6
266,English Opening:Agincourt Defense:Agincourt Variation:,1.c4 e6 2.Nf3 d5 3.g3 
267,English Opening:Agincourt Defense:Bogoljubow Defense:,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Bd6
268,English Opening:Agincourt Defense:Catalan Defense Accepted:,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4
269,English Opening:Agincourt Defense:Catalan Defense:Semi-Slav Defense,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6
270,English Opening:Agincourt Defense:Keres Defense:,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c5 6.cxd5 Nxd5 7.Nc3 Nc6
271,English Opening:Agincourt Defense:King's Knight:,1.c4 e6 2.Nf3 d5
272,English Opening:Agincourt Defense:Kurajica Defense:,1.c4 e6 2.Nf3 d5 3.g3 c6
273,English Opening:Agincourt Defense:Neo Catalan Declined:,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O 
274,English Opening:Agincourt Defense:Tarrasch Defense:,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 5.b3 Nc6 6.O-O Be7
275,English Opening:Agincourt Defense:Wimpy System:,1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3 
276,English Opening:Anglo-Dutch Defense::,1.c4 f5
277,English Opening:Anglo-Indian Defense:Anglo-Grünfeld Variation:,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 
278,English Opening:Anglo-Indian Defense:Anglo-Grünfeld Variation:,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nb6
279,English Opening:Anglo-Indian Defense:Anglo-Grünfeld Variation:,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3
280,English Opening:Anglo-Indian Defense:Anti-Anti-Grünfeld:,1.c4 Nf6 2.Nc3 g6 3.Nf3 Bg7 4.e4 
281,English Opening:Anglo-Indian Defense:Flohr-Mikenas-Carls Variation:,1.c4 Nf6 2.Nc3 e6 3.e4 c5
282,English Opening:Anglo-Indian Defense:Flohr-Mikenas-Carls Variation:,1.c4 Nf6 2.Nc3 e6 3.e4 Nc6
283,English Opening:Anglo-Indian Defense:Flohr-Mikenas-Carls Variation:,1.c4 Nf6 2.Nc3 e6 3.e4 
284,English Opening:Anglo-Indian Defense:Flohr-Mikenas-Carls Variation:,1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 
285,English Opening:Anglo-Indian Defense:Flohr-Mikenas-Carls Variation:Nei Gambit,1.c4 Nf6 2.Nc3 e6 3.e4 c5 4.e5 Ng8
286,English Opening:Anglo-Indian Defense:Gruenfeld Formation:,1.c4 Nf6 2.Nf3 g6 3.g3 d5
287,English Opening:Anglo-Indian Defense:Hedgehog System:,1.c4 Nf6 2.Nc3 e6
288,English Opening:Anglo-Indian Defense:King's Indian Formation:,1.c4 Nf6 2.Nf3 g6
289,English Opening:Anglo-Indian Defense:King's Indian Formation:Double Fianchetto,1.c4 Nf6 2.Nf3 g6 3.g3 b6 4.Bg2 Bb7
290,English Opening:Anglo-Indian Defense:King's Knight Variation:,1.c4 Nf6 2.Nf3 
291,English Opening:Anglo-Indian Defense:Mikenas-Carls Variation:,1.c4 Nf6
292,English Opening:Anglo-Indian Defense:Nimzo-English Opening:,1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4
293,English Opening:Anglo-Indian Defense:Old Indian Formation:,1.c4 Nf6 2.Nf3 d6
294,English Opening:Anglo-Indian Defense:Queen's Indian Formation:,1.c4 Nf6 2.Nf3 e6 3.g3 b6 4.Bg2 Bb7
295,English Opening:Anglo-Indian Defense:Queen's Indian Formation:,1.c4 Nf6 2.Nf3 b6
296,English Opening:Anglo-Indian Defense:Queen's Knight Variation:,1.c4 Nf6 2.Nc3 
297,English Opening:Anglo-Indian Defense:Queens Indian Formation:,1.c4 Nf6 2.Nc3 e6 3.Nf3 b6
298,English Opening:Anglo-Indian Defense:Queens Indian Variation:,1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.e4 Bb7 5.Bd3 
299,English Opening:Anglo-Indian Defense:Romanishin Gambit:,1.c4 Nf6 2.Nf3 e6 3.g3 a6 4.Bg2 b5
300,English Opening:Anglo-Indian Defense:Romanishin Variation:,1.c4 Nf6 2.Nf3 e6 3.g3 a6
301,English Opening:Anglo-Indian Defense:Scandavian Defense:Exchange Variation,1.c4 Nf6 2.Nf3 d5 3.cxd5 Nxd5
302,English Opening:Anglo-Indian Defense:Scandinavian Defense:,1.c4 Nf6 2.Nf3 d5
303,English Opening:Anglo-Indian Defense:Slav Formation:,1.c4 Nf6 2.Nf3 g6 3.g3 c6
304,English Opening:Anglo-Indian Defense:Zviagintsev-Krasenkov Attack:,1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 4.g4 
305,English Opening:Anglo-Lithuanian Variation::,1.c4 Nc6
306,English Opening:Anglo-Scandinavian Defense:General:,1.c4 d5
307,English Opening:Anglo-Slav Variation:General:,1.c4 c6
308,English Opening:Drill Variation::,1.c4 e5 2.g3 h5
309,English Opening:English Defense:General:,1.c4 e6 2.d4 b6
310,English Opening:General::,1.c4 
311,English Opening:Golombek Defense::,1.c4 Nf6 2.Nc3 d5
312,English Opening:Great Snake Variation::,1.c4 g6
313,English Opening:King's English Variation:Bellon Gambit:,1.c4 e5 2.Nc3 Nf6 3.Nf3 e4 4.Ng5 b5
314,English Opening:King's English Variation:Botvinnik System:,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.e4 
315,English Opening:King's English Variation:Botvinnik System:Prickly Pawn Pass System,1.c4 e5 2.Nc3 Nf6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.e4 O-O 7.Nge2 c6 8.O-O a6
316,English Opening:King's English Variation:Bremen-Hort Variation:,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e3 d6 6.Nge2 Be6
317,English Opening:King's English Variation:Closed System:,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 
318,English Opening:King's English Variation:Closed System:Full Symmetry,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6
319,English Opening:King's English Variation:Four Knights Variation:,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Bg5 h6 7.Bh4 Bxc3+ 8.bxc3 Ne5
320,English Opening:King's English Variation:Four Knights Variation:Botvinnik Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e4 
321,English Opening:King's English Variation:Four Knights Variation:Bradley Beach Variation,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d4 e4
322,English Opening:King's English Variation:Four Knights Variation:Fianchetto Lines,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.g3 
323,English Opening:King's English Variation:Four Knights Variation:Flexible Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d3 
324,English Opening:King's English Variation:Four Knights Variation:General,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6
325,English Opening:King's English Variation:Four Knights Variation:Korchnoi Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.a3 
326,English Opening:King's English Variation:Four Knights Variation:Quiet Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3 Bb4 5.Qc2 Bxc3
327,English Opening:King's English Variation:Four Knights Variation:Quiet Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3 
328,English Opening:King's English Variation:Four Knights Variation:Quiet Line,1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3 Bb4 5.Qc2 O-O 6.Nd5 Re8 7.Qf5 
329,English Opening:King's English Variation:General Variation:,1.c4 e5 2.Nc3 d6 3.Nf3 
330,English Opening:King's English Variation:General:,1.c4 e5
331,English Opening:King's English Variation:Hungarian Attack:,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Rb1 
332,English Opening:King's English Variation:Kramnik-Shirov Counter:,1.c4 e5 2.Nc3 Bb4
333,English Opening:King's English Variation:Nimzowitsch Variation:General,1.c4 e5 2.Nf3 
334,English Opening:King's English Variation:Nimzowitsch-Flohr Variation:,1.c4 e5 2.Nf3 e4
335,English Opening:King's English Variation:Reversed Closed Sicilian:,1.c4 e5 2.Nc3 Nc6
336,English Opening:King's English Variation:Reversed Sicilian:,1.c4 e5 2.Nc3 
337,English Opening:King's English Variation:Taimanov Variation:,1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7
338,English Opening:King's English Variation:Three Knights System:General,1.c4 e5 2.Nc3 Nc6 3.Nf3 
339,English Opening:King's English Variation:Troger Defense:,1.c4 e5 2.Nc3 d6 3.g3 Be6 4.Bg2 Nc6
340,English Opening:King's English Variation:Two Knights' Variation:Fianchetto Line,1.c4 e5 2.Nc3 Nf6 3.g3 
341,English Opening:King's English Variation:Two Knights' Variation:Fianchetto Lines,1.c4 e5 2.Nc3 Nf6 3.g3 g6
342,English Opening:King's English Variation:Two Knights' Variation:General,1.c4 e5 2.Nc3 Nf6
343,English Opening:King's English Variation:Two Knights' Variation:Keres Variation,1.c4 e5 2.Nc3 Nf6 3.g3 c6
344,English Opening:King's English Variation:Two Knights' Variation:Reversed Dragon,1.c4 e5 2.Nc3 Nf6 3.g3 d5
345,English Opening:King's English Variation:Two Knights' Variation:Smyslov System,1.c4 e5 2.Nc3 Nf6 3.g3 Bb4
346,English Opening:Symmetrical Variation:Anti-Benoni Variation:,1.c4 c5 2.Nf3 Nf6 3.d4 
347,English Opening:Symmetrical Variation:Anti-Benoni Variation:Geller Variation,1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6 5.Nc3 Nc6 6.g3 Qb6
348,English Opening:Symmetrical Variation:Anti-Benoni Variation:Spielmann Defense,1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6 5.Nc3 Nc6
349,English Opening:Symmetrical Variation:Anti-Benoni Variation:Spielmann Defense,1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6
350,English Opening:Symmetrical Variation:Botvinnik System Reversed:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 e5
351,English Opening:Symmetrical Variation:Botvinnik System Reversed:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e3 e5
352,English Opening:Symmetrical Variation:Botvinnik System:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4 
353,English Opening:Symmetrical Variation:Duchamp Variation:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 Nf6 6.O-O O-O 7.d3 
354,English Opening:Symmetrical Variation:Fianchetto Variation:,1.c4 c5 2.Nc3 Nc6 3.g3 
355,English Opening:Symmetrical Variation:Fianchetto Variation:,1.c4 c5 2.Nc3 Nf6 3.g3 
356,English Opening:Symmetrical Variation:Four Knights Variation:,1.c4 c5 2.Nc3 Nc6 3.Nf3 Nf6
357,English Opening:Symmetrical Variation:Full Symmetry Line:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 Nf6
358,English Opening:Symmetrical Variation:General:,1.c4 c5
359,English Opening:Symmetrical Variation:Hedgehog Defense:,1.c4 c5 2.Nf3 Nf6 3.g3 b6 4.Bg2 Bb7 5.O-O e6 6.Nc3 Be7
360,English Opening:Symmetrical Variation:Mecking Variation:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 Nf6 6.O-O O-O 7.d4 
361,English Opening:Symmetrical Variation:Normal Variation:,1.c4 c5 2.Nc3 
362,English Opening:Symmetrical Variation:Rubinstein Variation:,1.c4 c5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2 Nc7
363,English Opening:Symmetrical Variation:Symmetrical Variation:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7
364,English Opening:Symmetrical Variation:Three Knights Variation:,1.c4 c5 2.Nc3 Nf6 3.Nf3 d5 4.cxd5 Nxd5
365,English Opening:Symmetrical Variation:Two Knights Line:,1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 
366,English Opening:Symmetrical Variation:Two Knights Variation:,1.c4 c5 2.Nc3 Nc6
367,English Opening:The Whale::,1.e4 e5 2.c4 
368,Englund Gambit Complex:Englund Gambit::,1.d4 e5 2.dxe5 Nc6 3.Nf3 Qe7
369,Englund Gambit Complex:General::,1.d4 e5
370,Englund Gambit:Declined:Reversed French:,1.d4 e5 2.e3 
371,Four Knights Game:Double Spanish Misc. with 5.O-O::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 
372,Four Knights Game:Double Spanish::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4
373,Four Knights Game:General::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6
374,Four Knights Game:Gunsberg Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3 
375,Four Knights Game:Italian Variation::,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6
376,Four Knights Game:Italian Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4 
377,Four Knights Game:Italian Variation:Noa Gambit:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4 Nxe4 5.Bxf7+ 
378,Four Knights Game:Janowski Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3 7.bxc3 d6 8.Re1 
379,Four Knights Game:Nimzowitsch (Paulsen)::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.Bxc6 
380,Four Knights Game:Ranken Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 a6 5.Bxc6 
381,Four Knights Game:Scotch Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 
382,Four Knights Game:Scotch Variation:Accepted:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4
383,Four Knights Game:Scotch Variation:Belgrade Gambit:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nd5 
384,Four Knights Game:Scotch Variation:Krause Gambit:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5 
385,Four Knights Game:Scotch Variation:Krause Gambit:Leonhardt Defense,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5 Qe7
386,Four Knights Game:Spanish Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3
387,Four Knights Game:Spanish Variation::,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 
388,Four Knights Game:Spanish Variation:Classical Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5
389,Four Knights Game:Spanish Variation:Classical Variation:Marshall Gambit,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5 5.Nxe5 Nd4 6.Ba4 O-O
390,Four Knights Game:Spanish Variation:Rubinstein Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4
391,Four Knights Game:Spanish Variation:Rubinstein Variation:Accepted,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4 5.Nxd4 
392,Four Knights Game:Spanish Variation:Symmetrical Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Bxc3 8.bxc3 Qe7 9.Re1 Nd8 10.d4 Bg4
393,Four Knights Game:Spanish Variation:Symmetrical Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6
394,Four Knights Game:Spanish Variation:Symmetrical Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Ne2 
395,Four Knights Game:Spanish Variation:Symmetrical Variation:,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Ne7
396,French Defense:Advance Variation::,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6
397,French Defense:Advance Variation::,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 
398,French Defense:Advance Variation::,1.e4 e6 2.d4 d5 3.e5 
399,French Defense:Advance Variation:Euwe Variation:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7
400,French Defense:Advance Variation:Extended Bishop Swap:,1.e4 e6 2.d4 d5 3.e5 Bd7
401,French Defense:Advance Variation:Lputian Variation:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nh6
402,French Defense:Advance Variation:Main Line:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 
403,French Defense:Advance Variation:Milner-Barry Gambit:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.Bd3 
404,French Defense:Advance Variation:Nimzowitsch Attack:,1.e4 e6 2.d4 d5 3.e5 c5 4.Qg4 
405,French Defense:Advance Variation:Nimzowitsch Gambit:,1.e4 e6 2.d4 d5 3.e5 c5 4.Qg4 cxd4 5.Nf3 
406,French Defense:Advance Variation:Nimzowitsch System:,1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3 
407,French Defense:Advance Variation:Paulsen Attack:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 
408,French Defense:Advance Variation:Ruisdonk Gambit:,1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3 cxd4 5.Bd3 
409,French Defense:Advance Variation:Wade Variation:,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Bd7
410,French Defense:Alapin Gambit::,1.e4 e6 2.d4 d5 3.Be3 
411,French Defense:Alekhine-Chatard Attack::,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 
412,French Defense:Alekhine-Chatard Attack:Albin-Chatard Gambit:,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 Bxg5 7.hxg5 Qxg5
413,French Defense:Alekhine-Chatard Attack:Breyer Variation:,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 c5
414,French Defense:Alekhine-Chatard Attack:Maroczy Variation:,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 a6
415,French Defense:Alekhine-Chatard Attack:Spielmann Variation:,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 O-O
416,French Defense:Chigorin Variation::,1.e4 e6 2.Qe2 
417,French Defense:Classical Variation::,1.e4 e6 2.d4 d5 3.Nc3 Nf6
418,French Defense:Classical Variation:Alapin Variation:,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Nb5 
